"97.10 Code GBA-deelnemer","97.11 Omschrijving","97.12 Aanduiding aangesloten op het GBA-netwerk","99.98 Datum ingang","99.99 Datum einde"
"890701","Oordijk & Partners B.V.","1","19970801","20080901",""
"890801","Gerechtsdeurwaarderskantoor De Klerk & Vis B.V.","1","19970801","20070601",""
"890901","Samenwerkingsorgaan Westfriesland/CAW","1","19971101","20040901",""
"891001","Janssen & Janssen CS Gerechtsdeurwaarders","1","20050901","20080601",""
"891101","Deurwaarders Software Services (DWSS)","1","19991201","20070901",""
"891201","MvEL&I/REBUS","1","19980801","",""
"891202","MvEL&I/REBUS (selectie)","0","20120601","20120901",""
"891301","Intergemeentelijk Orgaan Rivierenland/AVRI","1","19981101","20070901",""
"891401","Min. van BZ/Directie Consulaire Zaken en Protocol","1","20161001","",""
"891501","Gerechtsdeurwaarder Touber, van der Velden & Kassies","1","20030901","20060601",""
"891601","Basisregister (1)","1","20011201","20161008",""
"891602","Basisregister (2)","1","20011201","20161008",""
"891701","Min. van BZK/RvIG/RPS/Aanschrijving voor reisdocumentuitgifte","0","20180802","",""
"891801","Min. van BZK/RvIG/Basisregister reisdocumenten/Van rechtswege vervallen-Vermist","1","20161008","",""
"891802","Min. van BZK/RvIG/Basisregister reisdocumenten/Houder overleden","1","20161008","",""
"891803","Min. van BZK/RvIG/Basisregister reisdocumenten/A-nummerwijziging","1","20161008","",""
"999903","Rijksdienst voor Identiteitsgegevens/GBA-Verstrekkingsvoorziening (test)","1","20150301","",""
"999904","Rijksdienst voor Identiteitsgegevens","1","20150301","",""
